maxPlayerLevel;numberOfAttemptedLevels;attemptsOnTheHighestLevel;totalNumOfAttempts;averageNumOfTurnsPerCompletedLevel;doReturnOnLowerLevels;numberOfBoostersUsed;fractionOfUsefullBoosters;totalScore;totalBonusScore;totalStarsCount;numberOfDaysActuallyPlayed;last_lvl_completed;upd_totalNumOfAttempts;upd_averageNumOfTurnsPerCompletedLevel;upd_numberOfBoostersUsed;upd_totalScore;upd_totalBonusScore;upd_totalStarsCount;upd_numberOfDaysActuallyPlayed;upd_completed_levels;upd_start_level
1;2;1;2;3.0;0;0;0.0;113000;250;3;1;0.0;2.0;3.0;0.0;113000.0;250.0;3.0;1.0;1.0;0.0
0;1;1;1;3.0;0;0;0.0;150000;250;0;1;0.0;1.0;3.0;0.0;150000.0;250.0;0.0;1.0;0.0;0.0
5;6;1;6;11.166666666700001;0;1;1.0;1647000;1400;14;1;0.0;6.0;11.166666666700001;1.0;1647000.0;1400.0;14.0;1.0;5.0;0.0
1;2;1;2;4.5;0;0;0.0;251000;500;3;1;0.0;2.0;4.5;0.0;251000.0;500.0;3.0;1.0;1.0;0.0
21;22;5;49;16.761904761900002;0;6;0.3333333333;4694000;3300;44;4;0.0;49.0;16.761904761900002;6.0;4694000.0;3300.0;44.0;4.0;21.0;0.0
1;2;1;2;4.0;0;0;0.0;226000;400;3;1;0.0;2.0;4.0;0.0;226000.0;400.0;3.0;1.0;1.0;0.0
1;2;1;2;3.5;0;0;0.0;244000;500;3;1;0.0;2.0;3.5;0.0;244000.0;500.0;3.0;1.0;1.0;0.0
15;16;2;19;15.5333333333;1;6;1.0;3217000;2850;37;2;0.0;19.0;15.5333333333;6.0;3217000.0;2850.0;37.0;2.0;15.0;0.0
39;13;9;37;24.8;1;9;0.44444444439999997;2162000;1600;20;7;0.0;113.28482818603516;19.32713502737192;24.94992446899414;10014379.5;6546.48193359375;85.8302230834961;13.261631965637207;12.0;27.0
0;1;1;1;3.0;0;0;0.0;150000;250;0;1;0.0;1.0;3.0;0.0;150000.0;250.0;0.0;1.0;0.0;0.0
4;5;1;5;9.6;0;1;1.0;1010000;1050;10;1;0.0;5.0;9.6;1.0;1010000.0;1050.0;10.0;1.0;4.0;0.0
0;1;1;1;3.0;0;0;0.0;175000;250;0;1;0.0;1.0;3.0;0.0;175000.0;250.0;0.0;1.0;0.0;0.0
10;11;25;40;14.0;0;2;1.0;2156000;1675;22;6;0.0;40.0;14.0;2.0;2156000.0;1675.0;22.0;6.0;10.0;0.0
3;4;1;4;10.25;0;0;0.0;885000;900;9;1;0.0;4.0;10.25;0.0;885000.0;900.0;9.0;1.0;3.0;0.0
0;1;1;1;3.0;0;0;0.0;150000;250;0;1;0.0;1.0;3.0;0.0;150000.0;250.0;0.0;1.0;0.0;0.0
16;1;1;1;0.0;0;0;0.0;0;0;0;1;0.0;28.787046432495117;14.758126258850098;3.2180914878845215;3585846.25;2632.572998046875;31.023637771606445;3.8825109004974365;0.0;16.0
50;51;46;175;18.9811320755;1;20;0.55;13265000;8000;105;5;0.0;175.0;18.9811320755;20.0;13265000.0;8000.0;105.0;5.0;50.0;0.0
0;1;1;1;3.0;0;0;0.0;150000;250;0;1;0.0;1.0;3.0;0.0;150000.0;250.0;0.0;1.0;0.0;0.0
10;11;2;13;14.1818181818;0;1;1.0;2917000;2300;27;1;0.0;13.0;14.1818181818;1.0;2917000.0;2300.0;27.0;1.0;10.0;0.0
19;20;1;39;17.0;0;6;0.3333333333;5201000;3400;43;3;0.0;39.0;17.0;6.0;5201000.0;3400.0;43.0;3.0;19.0;0.0
14;15;2;24;15.25;1;3;1.0;5165000;3075;40;1;0.0;24.0;15.25;3.0;5165000.0;3075.0;40.0;1.0;14.0;0.0
2;3;1;3;5.0;0;0;0.0;339000;475;5;1;0.0;3.0;5.0;0.0;339000.0;475.0;5.0;1.0;2.0;0.0
8;9;1;9;12.375;0;4;0.75;1749000;1550;19;1;0.0;9.0;12.375;4.0;1749000.0;1550.0;19.0;1.0;8.0;0.0
65;66;25;215;20.223880597;1;37;0.5675675675999999;16584000;11800;156;11;0.0;215.0;20.223880597;37.0;16584000.0;11800.0;156.0;11.0;65.0;0.0
0;1;1;1;3.0;0;0;0.0;150000;250;0;1;0.0;1.0;3.0;0.0;150000.0;250.0;0.0;1.0;0.0;0.0
33;34;7;72;17.636363636400002;0;18;0.5555555556;9026000;5775;79;3;0.0;72.0;17.636363636400002;18.0;9026000.0;5775.0;79.0;3.0;33.0;0.0
35;4;1;9;32.3333333333;0;0;0.0;387000;300;4;4;0.0;92.06941223144531;17.749708775108747;13.220488548278809;8169239.5;5269.708984375;68.03253173828125;12.412698745727539;3.0;32.0
2;3;1;3;6.666666666699999;0;0;0.0;487000;650;6;1;0.0;3.0;6.666666666699999;0.0;487000.0;650.0;6.0;1.0;2.0;0.0
3;4;1;4;8.0;0;0;0.0;676000;1000;9;1;0.0;4.0;8.0;0.0;676000.0;1000.0;9.0;1.0;3.0;0.0
4;5;1;5;8.6;0;1;1.0;912000;1250;12;1;0.0;5.0;8.6;1.0;912000.0;1250.0;12.0;1.0;4.0;0.0
1;2;1;2;6.0;0;0;0.0;257000;500;3;1;0.0;2.0;6.0;0.0;257000.0;500.0;3.0;1.0;1.0;0.0
84;12;4;22;19.8181818182;0;3;1.0;2087000;1600;21;1;0.0;181.8793487548828;20.120431150711262;24.38813018798828;20485526.0;13612.4580078125;174.8442840576172;10.221531867980957;11.0;73.0
6;7;2;9;11.0;0;3;0.6666666667;1371000;1375;16;1;0.0;9.0;11.0;3.0;1371000.0;1375.0;16.0;1.0;6.0;0.0
0;1;1;1;3.0;0;0;0.0;113000;250;0;1;0.0;1.0;3.0;0.0;113000.0;250.0;0.0;1.0;0.0;0.0
0;1;1;1;3.0;0;0;0.0;113000;250;0;1;0.0;1.0;3.0;0.0;113000.0;250.0;0.0;1.0;0.0;0.0
3;4;1;4;8.75;0;0;0.0;650000;725;7;2;0.0;4.0;8.75;0.0;650000.0;725.0;7.0;2.0;3.0;0.0
19;20;1;37;16.5263157895;0;7;0.5714285714;6234000;3825;48;2;0.0;37.0;16.5263157895;7.0;6234000.0;3825.0;48.0;2.0;19.0;0.0
8;9;1;11;13.222222222200001;0;2;1.0;2031000;1700;18;2;0.0;11.0;13.222222222200001;2.0;2031000.0;1700.0;18.0;2.0;8.0;0.0
12;2;1;2;24.0;0;2;0.5;165000;75;1;1;0.0;18.347412109375;15.123088280359903;4.724889278411865;2639033.0;2193.073974609375;28.006309509277344;2.7406264543533325;1.0;11.0
35;36;4;58;17.9142857143;0;18;0.6666666667;7614000;5325;73;2;0.0;58.0;17.9142857143;18.0;7614000.0;5325.0;73.0;2.0;35.0;0.0
39;12;5;17;22.909090909099998;0;10;0.6;3748000;1950;27;3;0.0;73.40439987182617;18.886509430716707;23.00437355041504;11303449.0;7061.3740234375;92.5152587890625;7.933987140655518;11.0;28.0
1;2;1;3;4.0;0;0;0.0;288000;500;3;1;0.0;3.0;4.0;0.0;288000.0;500.0;3.0;1.0;1.0;0.0
2;3;1;3;5.3333333333;0;0;0.0;432000;650;6;1;0.0;3.0;5.3333333333;0.0;432000.0;650.0;6.0;1.0;2.0;0.0
1;2;1;3;6.0;0;0;0.0;282000;500;3;1;0.0;3.0;6.0;0.0;282000.0;500.0;3.0;1.0;1.0;0.0
6;7;1;7;9.857142857100001;0;2;1.0;1007000;1050;12;1;0.0;7.0;9.857142857100001;2.0;1007000.0;1050.0;12.0;1.0;6.0;0.0
7;8;2;9;13.125;0;4;0.75;2084000;1900;20;1;0.0;9.0;13.125;4.0;2084000.0;1900.0;20.0;1.0;7.0;0.0
8;3;1;3;22.3333333333;0;1;1.0;630000;550;4;1;0.0;10.113298416137695;13.952962001156422;2.9847294092178345;2115856.875;1972.56787109375;19.876715660095215;2.1643303632736206;2.0;6.0
21;22;1;34;17.1904761905;0;4;0.75;5145000;3475;46;3;0.0;34.0;17.1904761905;4.0;5145000.0;3475.0;46.0;3.0;21.0;0.0
3;4;1;4;7.25;0;0;0.0;745000;825;7;1;0.0;4.0;7.25;0.0;745000.0;825.0;7.0;1.0;3.0;0.0
9;10;1;10;14.0;0;3;1.0;2137000;1950;24;1;0.0;10.0;14.0;3.0;2137000.0;1950.0;24.0;1.0;9.0;0.0
10;11;1;13;13.8;0;2;0.5;2075000;1700;23;1;0.0;13.0;13.8;2.0;2075000.0;1700.0;23.0;1.0;10.0;0.0
10;11;3;16;15.7;0;4;0.75;2164000;1950;25;1;0.0;16.0;15.7;4.0;2164000.0;1950.0;25.0;1.0;10.0;0.0
2;1;1;1;0.0;0;0;0.0;0;0;0;1;0.0;3.932471990585327;6.0659284591674805;0.0019826292991638184;399992.15625;658.2103271484375;5.676059722900391;2.0348180532455444;0.0;2.0
25;26;1;46;16.36;0;13;0.6153846154;6900000;4650;62;4;0.0;46.0;16.36;13.0;6900000.0;4650.0;62.0;4.0;25.0;0.0
8;9;1;9;14.333333333299999;0;2;1.0;2290000;2150;23;1;0.0;9.0;14.333333333299999;2.0;2290000.0;2150.0;23.0;1.0;8.0;0.0
10;11;3;15;14.1;0;4;0.75;2179000;1875;26;2;0.0;15.0;14.1;4.0;2179000.0;1875.0;26.0;2.0;10.0;0.0
6;7;1;8;11.7142857143;0;2;0.5;1164000;1200;14;1;0.0;8.0;11.7142857143;2.0;1164000.0;1200.0;14.0;1.0;6.0;0.0
15;16;5;28;15.066666666700002;0;6;0.8333333333;3280000;2850;38;4;0.0;28.0;15.066666666700002;6.0;3280000.0;2850.0;38.0;4.0;15.0;0.0
5;6;1;6;9.8333333333;0;1;1.0;1477000;1225;12;1;0.0;6.0;9.8333333333;1.0;1477000.0;1225.0;12.0;1.0;5.0;0.0
3;4;1;4;7.75;0;0;0.0;715000;1000;9;1;0.0;4.0;7.75;0.0;715000.0;1000.0;9.0;1.0;3.0;0.0
39;40;4;82;18.7948717949;0;20;0.6;10245000;6775;90;4;0.0;82.0;18.7948717949;20.0;10245000.0;6775.0;90.0;4.0;39.0;0.0
13;14;8;27;14.846153846199998;0;5;0.6;3033000;2450;33;3;0.0;27.0;14.846153846199998;5.0;3033000.0;2450.0;33.0;3.0;13.0;0.0
5;6;1;6;10.3333333333;0;1;1.0;1142000;1125;12;1;0.0;6.0;10.3333333333;1.0;1142000.0;1125.0;12.0;1.0;5.0;0.0
27;28;1;46;17.3703703704;0;10;0.7;7000000;4800;63;3;0.0;46.0;17.3703703704;10.0;7000000.0;4800.0;63.0;3.0;27.0;0.0
42;43;5;98;19.4523809524;0;33;0.3939393939;11233000;7625;101;9;0.0;98.0;19.4523809524;33.0;11233000.0;7625.0;101.0;9.0;42.0;0.0
0;1;1;1;3.0;0;0;0.0;125000;250;0;1;0.0;1.0;3.0;0.0;125000.0;250.0;0.0;1.0;0.0;0.0
0;1;1;1;3.0;0;0;0.0;150000;250;0;1;0.0;1.0;3.0;0.0;150000.0;250.0;0.0;1.0;0.0;0.0
6;7;3;10;10.5;0;2;0.5;1594000;1500;18;1;0.0;10.0;10.5;2.0;1594000.0;1500.0;18.0;1.0;6.0;0.0
41;42;5;83;18.9756097561;0;27;0.5925925926;10587000;7050;93;6;0.0;83.0;18.9756097561;27.0;10587000.0;7050.0;93.0;6.0;41.0;0.0
21;22;3;41;16.4333333333;1;9;0.7777777778;8118000;4000;49;3;0.0;41.0;16.4333333333;9.0;8118000.0;4000.0;49.0;3.0;21.0;0.0
5;6;4;9;9.4;0;3;0.3333333333;1234000;1150;14;2;0.0;9.0;9.4;3.0;1234000.0;1150.0;14.0;2.0;5.0;0.0
41;12;2;58;22.7333333333;1;7;0.42857142859999997;2437000;900;19;6;0.0;136.97754669189453;18.927952488836013;22.43024253845215;11301822.0;6486.65673828125;88.61051940917969;12.569570541381836;11.0;30.0
5;6;1;6;10.5;0;1;1.0;1552000;1500;15;1;0.0;6.0;10.5;1.0;1552000.0;1500.0;15.0;1.0;5.0;0.0
20;21;1;30;17.05;0;6;0.8333333333;4572000;3225;43;2;0.0;30.0;17.05;6.0;4572000.0;3225.0;43.0;2.0;20.0;0.0
13;14;7;27;14.846153846199998;0;3;0.6666666667;3078000;2525;32;3;0.0;27.0;14.846153846199998;3.0;3078000.0;2525.0;32.0;3.0;13.0;0.0
6;7;1;7;10.4285714286;0;2;1.0;1397000;1475;15;1;0.0;7.0;10.4285714286;2.0;1397000.0;1475.0;15.0;1.0;6.0;0.0
18;19;1;37;16.2857142857;1;3;1.0;6309000;3775;49;2;0.0;37.0;16.2857142857;3.0;6309000.0;3775.0;49.0;2.0;18.0;0.0
4;5;1;5;9.5;0;0;0.0;783000;1000;12;1;0.0;5.0;9.5;0.0;783000.0;1000.0;12.0;1.0;4.0;0.0
5;6;1;6;8.5;0;1;1.0;1295000;1400;15;1;0.0;6.0;8.5;1.0;1295000.0;1400.0;15.0;1.0;5.0;0.0
1;2;1;2;5.0;0;0;0.0;244000;500;3;1;0.0;2.0;5.0;0.0;244000.0;500.0;3.0;1.0;1.0;0.0
0;1;1;1;3.0;0;0;0.0;150000;250;0;1;0.0;1.0;3.0;0.0;150000.0;250.0;0.0;1.0;0.0;0.0
0;1;1;1;3.0;0;0;0.0;150000;250;0;1;0.0;1.0;3.0;0.0;150000.0;250.0;0.0;1.0;0.0;0.0
0;1;1;1;3.0;0;0;0.0;150000;250;0;1;0.0;1.0;3.0;0.0;150000.0;250.0;0.0;1.0;0.0;0.0
7;8;1;8;11.142857142899999;0;2;1.0;1235000;1175;15;2;0.0;8.0;11.142857142899999;2.0;1235000.0;1175.0;15.0;2.0;7.0;0.0
3;3;1;3;9.0;0;0;0.0;480000;550;5;1;1.0;3.0;9.0;0.0;480000.0;550.0;5.0;1.0;3.0;0.0
17;18;1;28;15.666666666700001;0;3;1.0;4133000;3425;43;4;0.0;28.0;15.666666666700001;3.0;4133000.0;3425.0;43.0;4.0;17.0;0.0
7;7;3;10;11.5555555556;1;3;1.0;2058000;1650;20;1;1.0;10.0;11.5555555556;3.0;2058000.0;1650.0;20.0;1.0;7.0;0.0
1;2;1;2;3.0;0;0;0.0;113000;250;3;1;0.0;2.0;3.0;0.0;113000.0;250.0;3.0;1.0;1.0;0.0
36;37;1;73;18.8378378378;0;11;0.9090909091;9596000;6675;85;9;0.0;73.0;18.8378378378;11.0;9596000.0;6675.0;85.0;9.0;36.0;0.0
15;16;7;25;15.7333333333;0;9;0.6666666667;3562000;3000;39;3;0.0;25.0;15.7333333333;9.0;3562000.0;3000.0;39.0;3.0;15.0;0.0
5;6;1;6;9.6666666667;0;1;1.0;1201000;1200;12;1;0.0;6.0;9.6666666667;1.0;1201000.0;1200.0;12.0;1.0;5.0;0.0
39;40;7;78;18.975;0;28;0.6071428571;10656000;7525;98;7;0.0;78.0;18.975;28.0;10656000.0;7525.0;98.0;7.0;39.0;0.0
16;6;1;10;19.5;1;2;0.5;1164000;700;9;1;0.0;30.84950828552246;15.838240444660187;4.899778366088867;4195404.25;2918.971923828125;37.9423942565918;3.1709671020507812;5.0;11.0
39;40;4;69;18.9743589744;0;19;0.7894736842;11172000;6775;91;4;0.0;69.0;18.9743589744;19.0;11172000.0;6775.0;91.0;4.0;39.0;0.0
25;8;2;17;21.714285714299997;0;4;0.25;1448000;775;12;2;0.0;55.960208892822266;17.82286865234775;11.364992618560791;5802918.0;4123.805908203125;54.69779586791992;6.30075740814209;7.0;18.0
15;16;2;35;15.6875;1;7;0.5714285714;4153000;2950;37;4;0.0;35.0;15.6875;7.0;4153000.0;2950.0;37.0;4.0;15.0;0.0
15;10;1;11;20.2;0;4;1.0;2757000;1525;20;1;0.0;18.113298416137695;16.583801956176757;5.9847294092178345;4242856.875;2947.56787109375;35.876715660095215;2.1643303632736206;9.0;6.0
34;3;2;18;34.0;1;3;0.3333333333;597000;250;6;3;0.0;110.78547668457031;18.569163602941178;21.30312728881836;9938202.0;5814.392578125;78.6737289428711;10.9018874168396;2.0;32.0
5;6;1;6;10.3333333333;0;2;1.0;1365000;1300;14;1;0.0;6.0;10.3333333333;2.0;1365000.0;1300.0;14.0;1.0;5.0;0.0
73;33;43;139;19.3255813953;1;10;0.5;12200000;4375;81;11;0.0;282.0616149902344;19.239147092075335;35.69974136352539;23284996.0;11508.58154296875;178.99506378173828;19.99256134033203;32.0;41.0
0;1;1;1;3.0;0;0;0.0;113000;250;0;1;0.0;1.0;3.0;0.0;113000.0;250.0;0.0;1.0;0.0;0.0
11;12;1;14;16.0833333333;0;3;1.0;2976000;2350;27;1;0.0;14.0;16.0833333333;3.0;2976000.0;2350.0;27.0;1.0;11.0;0.0
15;4;1;9;18.3333333333;0;1;1.0;538000;550;7;1;0.0;24.262585639953613;15.88024546304672;4.762614965438843;3931249.0;3121.3583984375;38.10017776489258;2.6213419437408447;3.0;12.0
9;10;2;15;13.5555555556;0;2;1.0;1677000;1500;19;1;0.0;15.0;13.5555555556;2.0;1677000.0;1500.0;19.0;1.0;9.0;0.0
25;26;21;95;17.0;0;12;0.5;6372000;4300;56;4;0.0;95.0;17.0;12.0;6372000.0;4300.0;56.0;4.0;25.0;0.0
3;4;1;4;6.75;0;0;0.0;596000;800;8;1;0.0;4.0;6.75;0.0;596000.0;800.0;8.0;1.0;3.0;0.0
1;2;1;2;4.0;0;0;0.0;219000;325;3;1;0.0;2.0;4.0;0.0;219000.0;325.0;3.0;1.0;1.0;0.0
1;2;1;2;4.5;0;0;0.0;238000;500;3;1;0.0;2.0;4.5;0.0;238000.0;500.0;3.0;1.0;1.0;0.0
10;11;1;13;14.833333333299999;1;3;1.0;2540000;2200;26;2;0.0;13.0;14.833333333299999;3.0;2540000.0;2200.0;26.0;2.0;10.0;0.0
0;1;1;1;3.0;0;0;0.0;113000;250;0;1;0.0;1.0;3.0;0.0;113000.0;250.0;0.0;1.0;0.0;0.0
10;11;2;13;13.4;0;2;1.0;1682000;1575;22;1;0.0;13.0;13.4;2.0;1682000.0;1575.0;22.0;1.0;10.0;0.0
12;13;1;17;14.153846153800002;0;3;1.0;4117000;2900;35;1;0.0;17.0;14.153846153800002;3.0;4117000.0;2900.0;35.0;1.0;12.0;0.0
53;54;2;132;19.3962264151;0;33;0.6363636364;13375000;8925;119;11;0.0;132.0;19.3962264151;33.0;13375000.0;8925.0;119.0;11.0;53.0;0.0
22;4;1;6;16.3333333333;0;1;0.0;466000;225;5;1;0.0;41.207054138183594;15.768256014039089;5.26007080078125;4652768.0;3293.09375;42.01933670043945;4.905496120452881;3.0;19.0
9;10;1;10;13.4444444444;0;2;1.0;2537000;1900;23;1;0.0;10.0;13.4444444444;2.0;2537000.0;1900.0;23.0;1.0;9.0;0.0
9;10;2;15;14.2;0;3;0.6666666667;2605000;1975;24;3;0.0;15.0;14.2;3.0;2605000.0;1975.0;24.0;3.0;9.0;0.0
9;10;1;14;13.5555555556;0;2;0.5;2208000;1975;24;1;0.0;14.0;13.5555555556;2.0;2208000.0;1975.0;24.0;1.0;9.0;0.0
7;8;4;14;10.714285714299999;0;2;1.0;995000;1000;13;3;0.0;14.0;10.714285714299999;2.0;995000.0;1000.0;13.0;3.0;7.0;0.0
50;51;5;103;19.48;0;24;0.75;12524000;8550;112;8;0.0;103.0;19.48;24.0;12524000.0;8550.0;112.0;8.0;50.0;0.0
11;12;1;13;15.166666666700001;0;3;1.0;2719000;2275;28;1;0.0;13.0;15.166666666700001;3.0;2719000.0;2275.0;28.0;1.0;11.0;0.0
4;5;1;6;8.6;0;1;1.0;1113000;1250;12;1;0.0;6.0;8.6;1.0;1113000.0;1250.0;12.0;1.0;4.0;0.0
1;2;1;2;5.5;0;0;0.0;288000;500;3;1;0.0;2.0;5.5;0.0;288000.0;500.0;3.0;1.0;1.0;0.0
50;18;4;84;23.1764705882;1;11;0.3636363636;2733000;2125;30;6;0.0;183.83819580078125;19.554009323108115;27.82431983947754;12035468.0;7850.71533203125;106.00574493408203;13.647870063781738;17.0;33.0
42;43;1;74;19.2857142857;0;22;0.7272727273;11407000;7375;97;4;0.0;74.0;19.2857142857;22.0;11407000.0;7375.0;97.0;4.0;42.0;0.0
15;16;2;21;15.25;0;4;1.0;4641000;3075;40;2;0.0;21.0;15.25;4.0;4641000.0;3075.0;40.0;2.0;15.0;0.0
4;5;1;5;9.8;0;1;1.0;826000;1150;11;1;0.0;5.0;9.8;1.0;826000.0;1150.0;11.0;1.0;4.0;0.0
33;9;3;18;19.875;0;5;0.6;1953000;1025;16;2;0.0;65.56965255737305;17.80038700681744;15.886200904846191;8405063.5;5367.6796875;73.64189910888672;5.92422080039978;8.0;25.0
18;19;1;31;15.684210526300001;1;8;0.75;4262000;3225;42;3;0.0;31.0;15.684210526300001;8.0;4262000.0;3225.0;42.0;3.0;18.0;0.0
17;18;1;27;16.1764705882;0;6;0.6666666667;4151000;3350;43;4;0.0;27.0;16.1764705882;6.0;4151000.0;3350.0;43.0;4.0;17.0;0.0
31;1;1;1;0.0;0;0;0.0;0;0;0;1;0.0;82.57740020751953;16.396780014038086;11.808610916137695;7449841.0;4883.23779296875;61.21957015991211;9.149957656860352;0.0;31.0
1;2;1;2;5.5;0;0;0.0;263000;500;3;1;0.0;2.0;5.5;0.0;263000.0;500.0;3.0;1.0;1.0;0.0
15;16;6;27;15.333333333299999;0;3;1.0;3617000;3225;42;2;0.0;27.0;15.333333333299999;3.0;3617000.0;3225.0;42.0;2.0;15.0;0.0
50;21;3;56;24.2727272727;1;13;0.3846153846;4204000;3275;44;8;0.0;145.59608459472656;20.31862574489543;29.581275939941406;13008858.0;8857.603515625;113.63690948486328;15.176294326782227;20.0;30.0
103;25;4;91;20.4166666667;1;12;0.5833333333;4168000;4475;58;10;0.0;314.1941680908203;20.438968362167866;49.2193489074707;24921920.0;17651.677734375;233.5552978515625;20.501622200012207;24.0;79.0
4;5;1;5;10.8;0;1;1.0;874000;1050;10;1;0.0;5.0;10.8;1.0;874000.0;1050.0;10.0;1.0;4.0;0.0
0;1;1;1;3.0;0;0;0.0;113000;250;0;1;0.0;1.0;3.0;0.0;113000.0;250.0;0.0;1.0;0.0;0.0
112;48;11;178;22.5208333333;1;14;0.7142857143000001;10374000;8050;108;13;0.0;355.9696807861328;21.114948056979042;40.04828071594238;28005554.0;19235.453125;257.33924865722656;22.2828950881958;47.0;65.0
7;7;1;12;10.5;1;2;1.0;1914000;1475;18;2;1.0;12.0;10.5;2.0;1914000.0;1475.0;18.0;2.0;7.0;0.0
21;20;4;29;18.578947368399998;0;10;0.8;4309000;2950;41;2;0.0;36.853891372680664;17.47031529742561;12.990211009979248;5240632.4375;3963.04736328125;54.21199607849121;3.3478753566741943;19.0;2.0
9;10;1;10;14.4;0;5;1.0;2376000;2150;26;1;0.0;10.0;14.4;5.0;2376000.0;2150.0;26.0;1.0;9.0;0.0
42;43;10;78;19.261904761900002;0;18;0.7777777778;11736000;7475;99;3;0.0;78.0;19.261904761900002;18.0;11736000.0;7475.0;99.0;3.0;42.0;0.0
18;19;3;23;17.0526315789;0;10;0.9;4802000;3475;45;2;0.0;23.0;17.0526315789;10.0;4802000.0;3475.0;45.0;2.0;18.0;0.0
10;11;3;24;12.1111111111;1;5;0.8;3531000;1975;27;2;0.0;24.0;12.1111111111;5.0;3531000.0;1975.0;27.0;2.0;10.0;0.0
3;4;1;4;8.75;0;0;0.0;707000;1000;9;1;0.0;4.0;8.75;0.0;707000.0;1000.0;9.0;1.0;3.0;0.0
0;1;1;1;3.0;0;0;0.0;163000;250;0;1;0.0;1.0;3.0;0.0;163000.0;250.0;0.0;1.0;0.0;0.0
15;16;5;20;16.4666666667;0;6;0.8333333333;3797000;2925;39;2;0.0;20.0;16.4666666667;6.0;3797000.0;2925.0;39.0;2.0;15.0;0.0
52;3;3;9;21.0;0;0;0.0;237000;150;2;2;0.0;162.23394775390625;18.214957383962776;24.239381790161133;11591866.0;7967.1298828125;99.17572021484375;12.144998550415039;2.0;50.0
0;1;1;1;3.0;0;0;0.0;125000;250;0;1;0.0;1.0;3.0;0.0;125000.0;250.0;0.0;1.0;0.0;0.0
10;11;5;16;14.5;0;5;0.8;2172000;2050;28;2;0.0;16.0;14.5;5.0;2172000.0;2050.0;28.0;2.0;10.0;0.0
10;11;5;17;13.7;0;2;1.0;2476000;1875;26;2;0.0;17.0;13.7;2.0;2476000.0;1875.0;26.0;2.0;10.0;0.0
24;25;1;38;17.08;0;18;0.7222222222;6026000;4475;55;7;0.0;38.0;17.08;18.0;6026000.0;4475.0;55.0;7.0;24.0;0.0
42;43;9;80;19.2093023256;1;20;0.7;11439000;7250;96;4;0.0;80.0;19.2093023256;20.0;11439000.0;7250.0;96.0;4.0;42.0;0.0
17;18;3;25;16.8235294118;0;4;1.0;3455000;2975;38;1;0.0;25.0;16.8235294118;4.0;3455000.0;2975.0;38.0;1.0;17.0;0.0
5;6;1;6;9.2;0;1;1.0;1093000;1150;14;1;0.0;6.0;9.2;1.0;1093000.0;1150.0;14.0;1.0;5.0;0.0
25;26;2;36;16.84;0;10;0.6;7485000;4375;57;2;0.0;36.0;16.84;10.0;7485000.0;4375.0;57.0;2.0;25.0;0.0
0;1;1;1;3.0;0;0;0.0;113000;250;0;1;0.0;1.0;3.0;0.0;113000.0;250.0;0.0;1.0;0.0;0.0
10;11;5;15;13.2;0;2;1.0;2262000;1900;26;1;0.0;15.0;13.2;2.0;2262000.0;1900.0;26.0;1.0;10.0;0.0
16;17;1;24;15.75;0;4;0.75;4796000;3300;41;3;0.0;24.0;15.75;4.0;4796000.0;3300.0;41.0;3.0;16.0;0.0
58;59;7;160;18.5454545455;1;18;0.8333333333;16965000;10650;140;9;0.0;160.0;18.5454545455;18.0;16965000.0;10650.0;140.0;9.0;58.0;0.0
47;48;1;81;18.836734693900002;1;11;0.7272727273;14527000;9100;117;5;0.0;81.0;18.836734693900002;11.0;14527000.0;9100.0;117.0;5.0;47.0;0.0
10;11;5;21;13.8;0;5;0.6;2278000;2150;29;1;0.0;21.0;13.8;5.0;2278000.0;2150.0;29.0;1.0;10.0;0.0
21;22;13;46;16.238095238099998;0;7;0.42857142859999997;5970000;3650;50;4;0.0;46.0;16.238095238099998;7.0;5970000.0;3650.0;50.0;4.0;21.0;0.0
50;9;10;31;20.375;0;12;0.25;1454000;1275;16;5;0.0;159.2067413330078;19.357384719848632;35.974639892578125;11835434.0;8307.59912109375;106.17390441894531;14.545050621032715;8.0;42.0
13;14;5;18;16.0;0;6;0.6666666667;2688000;2350;32;1;0.0;18.0;16.0;6.0;2688000.0;2350.0;32.0;1.0;13.0;0.0
16;17;1;21;16.1875;0;5;0.6;3534000;3000;39;1;0.0;21.0;16.1875;5.0;3534000.0;3000.0;39.0;1.0;16.0;0.0
27;28;3;40;16.740740740699998;0;9;1.0;6882000;4800;64;7;0.0;40.0;16.740740740699998;9.0;6882000.0;4800.0;64.0;7.0;27.0;0.0
3;4;1;4;7.75;0;0;0.0;824000;1000;9;1;0.0;4.0;7.75;0.0;824000.0;1000.0;9.0;1.0;3.0;0.0
52;3;6;12;21.0;0;1;1.0;232000;150;2;2;0.0;106.28492736816406;19.293016507075382;15.101701736450195;13427530.0;8685.2822265625;108.09502410888672;7.694995880126953;2.0;50.0
0;1;1;1;3.0;0;0;0.0;113000;250;0;1;0.0;1.0;3.0;0.0;113000.0;250.0;0.0;1.0;0.0;0.0
47;19;2;41;22.315789473699997;0;8;0.75;4545000;3325;43;5;0.0;93.22840881347656;19.213934243732616;19.190335273742676;12211697.5;8436.765625;109.60953521728516;9.068800926208496;18.0;29.0
3;3;2;4;7.75;1;0;0.0;811000;750;9;1;1.0;4.0;7.75;0.0;811000.0;750.0;9.0;1.0;3.0;0.0
33;34;8;85;17.696969697;0;4;0.5;9272000;5650;75;3;0.0;85.0;17.696969697;4.0;9272000.0;5650.0;75.0;3.0;33.0;0.0
